source_id,ra,dec,parallax,phot_g_mean_mag,bp_rp
6444391655040244992,300.4366214992657,-59.37600436673482,5.910175014550325,3.137527,3.1189632
6210176643031265920,234.25595511298545,-28.135058413293958,15.526662420405081,3.1413295,1.5495112
454491381981202944,42.67433778950114,55.89543428763181,3.265744722465881,3.1448548,1.7528703
5964991494281655808,253.64509209283676,-42.36233289362051,24.23533101426504,3.1452072,1.531151
1041808368494264576,127.56491125025244,60.71768972076183,17.933453100456937,3.1493552,1.1214743
6195030801635544704,202.42798835570676,-23.28126748094725,6.735509777640576,3.1524858,4.51126
1632499034644723968,257.1964366984523,65.7147909130057,7.8274239118414135,3.1570117,0.029368877
200929706966014976,75.6195856403002,41.075746103013174,1.4243804312657276,3.1632786,1.6257279
1284537517514584704,217.95693766582724,30.371969326102114,19.854976065680784,3.164287,1.4698334
5849837854861497856,220.62472315663254,-64.97617739215704,60.99295526213351,3.1673613,0.54018545
1621259036510505344,224.3950073429196,65.9325976765071,9.85144476370445,3.1697965,2.5372167
201261278441958656,76.62890153390961,41.23417207468237,14.020760617529195,3.1723478,-0.08008838
5557271829408912896,99.4402993342767,-43.19595283798712,8.819388529207934,3.1752331,0.09882474
2195115561168483712,311.32320634108095,61.84241929401267,69.597553957676,3.1779127,1.1867034
5888394463447019392,228.07041450548323,-52.099569942966866,28.761642265080166,3.1800218,1.1716576
4084834822776246272,284.43266047869355,-21.106717827235787,8.40922893943697,3.1887186,1.3509386
399402894487590144,24.498581855369736,48.62771419048821,18.548940022155016,3.2095633,1.4348543
1278391075717325312,228.87612720122996,33.31433528392251,27.074645953253125,3.2112799,1.2281203
4942522955488925696,28.41082402017747,-46.30305481100173,9.749879129317257,3.213741,2.3134608
6005678131793146752,230.34292059535883,-40.64760760160889,6.729571945649031,3.2144635,-0.1507957
6750856228950043264,300.6646666593532,-27.70978078962147,7.267748469925214,3.220193,2.377509
2211820991085587584,342.41934656416254,66.19984964631519,27.286898448831035,3.222498,1.2832088
2429978803998630400,4.856910935281447,-8.824082129756166,11.699612841220237,3.226718,1.3905072
3561350430457837056,169.83463212005861,-14.777619467275395,17.017002054524486,3.2277887,1.3550568
5044368071870093312,44.56501351690538,-40.30457515963677,19.904727809253604,3.2283852,0.4197197
5965222838410499328,258.03844060290766,-43.240469434978955,44.57114676930468,3.2345328,0.72117686
4594497769766809216,266.6132135058437,27.717275040505413,119.92480848370072,3.2384055,1.0220034
1352588216303348608,250.7242233003289,38.92187538840611,29.259479569758373,3.2446299,1.1990156
1296713990316692096,225.4862720556191,40.39043449121325,13.878018045623234,3.244982,1.1887541
3352485999058854912,101.32182967483567,12.89474308933157,54.189438370902394,3.2463484,0.69255114
5253796346624992128,158.00593262490582,-61.68528632440866,6.443814896756056,3.247181,0.10184884
2043823929421342848,284.73591160914657,32.68956324554115,4.965623359553961,3.2489738,0.23184443
4224225924761329792,302.82635270631516,-0.8214431669930159,14.26869844083396,3.249787,0.11145949
5843518239925459456,195.57143877146018,-71.5489615462354,37.38863264139122,3.25495,1.3763945
3748360796947806208,156.52201077113986,-16.836644983402508,13.370995858159528,3.2667334,1.7062087
488354175450563968,57.380326534704494,65.52591009149197,3.32880597098895,3.267435,2.304491
2404579570000684544,343.6623683129667,-15.820936714471294,23.145107751295345,3.2723644,0.27975655
1876510592179455744,342.50151443616926,24.60139285847616,28.933976055518585,3.2745838,1.1968596
5164120762333028736,55.811663307520355,-9.760083664068041,110.02539078597692,3.2755666,1.1661985
2921973698674974592,103.53311608405266,-24.18419290193152,1.286929178005339,3.2783384,1.712198
5909069886210174080,266.43317253375255,-64.72412275277095,8.865301790583683,3.2796018,1.3701215
48026706558487040,67.15467370962931,19.180273317307044,22.36535445562801,3.2804532,1.2369773
2082600852679281408,303.40796229720166,46.74133773743381,2.916701118242992,3.2822554,1.5570946
5136659462996725888,30.001923185332597,-21.07793985367682,10.272551125995138,3.2832906,1.8290713
2983168461421919488,78.23312712426376,-16.205534685823757,19.177506188965044,3.2917867,0.09103608
3478394889483944320,173.24937918580787,-31.85780756798889,24.96322194613156,3.2924726,1.1759143
2442861747380543104,0.4902909138850841,-6.0142504274104995,7.875848526808842,3.2927852,2.236109
2452378776434477184,26.009055057160104,-15.933680200693857,273.80974511859966,3.3003998,1.0512211
5242895960110588160,153.43377667824367,-70.0378747806419,8.297806024095525,3.3005145,0.15506268
5922299347569528832,261.3485553800659,-56.377786406266836,3.9387250754255283,3.3046894,-0.06958938
2977433305691613440,70.1105804891658,-19.67190790965568,7.5228635453161505,3.308113,2.1698616
1575287046603605888,183.85734834773095,57.03265316489124,40.32790069695137,3.3111024,0.26148772
2084154943646648320,303.8680187380917,47.71421578458536,3.2558384788946304,3.3171265,1.7915502
6351709524967494528,335.0085033956125,-80.43993881612172,11.121963173952466,3.318115,2.939926
2478112158887431296,21.00550474116343,-8.184156538900368,29.033881106238844,3.3185785,1.3057001
425040000962559616,12.285227381524425,57.81272812559009,168.83216034019418,3.3200667,0.8868861
3897724469419137664,176.4647373314568,6.528561818446899,9.84462371253032,3.3209586,1.8368912
6456322112116572160,313.70266376090893,-58.45425431237613,5.6425572191622555,3.3229845,1.3746657
6880093650314169984,304.5138436900398,-12.544841401195866,29.913986848375306,3.3274162,1.1736479
2386316510063903616,347.3619049466781,-21.17228097694938,12.671005018912476,3.327974,1.4068284
786420645182229504,176.51164393918745,47.779531623706106,16.438163304328924,3.3287191,1.42221
867815979158660352,116.11171060337323,24.39777124966751,22.090679593280267,3.3391395,1.1857357
3970052886914547712,168.55974451077685,15.42922142120597,20.31598800388607,3.339625,0.17167759
4679407039823519232,60.22421880153906,-62.15912698096752,7.0246822459750184,3.346067,2.3227992
725422076533653504,154.17266567485967,23.417280264419933,14.03767909082779,3.3467774,0.633281
1197588859547184640,237.18465990742192,18.141171933429998,8.523070485044334,3.348804,1.8989244
2603370653827638656,342.3978595434945,-13.592800139917461,10.017146428389767,3.350818,1.818984
511974502720839040,28.599188504594277,63.670018347664225,7.003721351367755,3.3546658,-0.027085543
5773473920382493440,221.96534284573215,-79.04482599328387,6.550918437846783,3.3622816,1.5571752
6427464123776727168,302.19503988923026,-66.18709128441725,163.9544145383167,3.3641381,1.0192785
5778842011026728704,245.08645354299293,-78.69591351848779,5.250752722687099,3.3667247,2.5643404
699870869414974336,137.66159865872208,30.96298610131605,6.649020218077174,3.36875,3.9469929
3662636823132300032,203.67206658148982,-0.5956181019830046,43.74674588145839,3.3738446,0.3116889
3312744219988782720,67.16608051054888,15.870784455320392,21.81251596251546,3.3779078,0.39932775
6112195451032545024,207.37599656289228,-41.68780286870546,8.047561685737936,3.3789372,-0.26299977
11166438229308672,51.20302758439933,9.028538893521931,15.078813297551084,3.3823738,1.1385627
2591891443195067264,22.870999185961374,15.34581754691887,8.733507455452296,3.3828592,1.211947
1421593566062037120,268.38296843103956,56.87299266128546,29.06031538624813,3.3842714,1.3848119
872128538640246144,113.98046139731666,26.89527337662016,12.876056855002979,3.3864715,1.8178422
5537302945910490240,118.05423048621645,-40.575748984529646,8.983792700869946,3.393327,1.2631924
6801963487915169920,312.9553322987257,-26.919143946973296,5.897469347770312,3.3990402,1.850532
4871775051598300160,66.00955538338754,-34.01663400435644,11.126967449378133,3.400128,1.6860547
3312052249215275904,64.94888616843296,15.627538192852759,21.664548744839898,3.4027567,1.2049625
1939115478598580352,354.39204130799976,46.456276552702825,38.573580782293064,3.404353,1.2695382
6425343818681031040,311.2390853775673,-66.20316637313928,23.801133037350663,3.4054875,0.3900833
5998019895874780928,240.03043321410547,-38.39682619869986,7.594244118996563,3.4078684,-0.2772143
1243381938292692096,207.36890789539856,15.798083162203483,13.422818758026837,3.41004,1.7514839
5330160246631998848,136.03835273422885,-47.0977749570303,10.8265285960073,3.4186177,1.377886
588551501854159744,145.2869906228765,9.892141951709274,24.19762317452514,3.4208007,0.75040364
5199386085968886528,158.86625302656304,-78.60773860956509,7.351357354280559,3.42169,1.8184111
5300534077635861888,137.74190406346486,-58.96684016755167,7.948093273210861,3.421808,-0.15955353
4156500578347841408,278.8016989610905,-8.245466019291719,17.695164442513324,3.4242194,1.5066714
6109087784495371648,207.40398070198327,-42.47381501215476,7.326930145519016,3.4261973,-0.09446168
2461150714560126080,27.865310207287475,-10.335213090796154,12.877029083346933,3.4277625,1.3258708
3683687763520080384,190.41242708810614,-1.4490230625523142,83.19347753572258,3.4332993,0.59854627
4254395871029677952,286.5621591057804,-4.882960200216354,25.640893345717434,3.4336429,-0.047222376
5512761468416162432,119.1944354921627,-52.98224123127124,5.685676033617275,3.4414794,-0.1348238
5273030069128572928,126.43376105915713,-66.13756340421502,30.21278124514609,3.4457974,1.3434641
805881416880407936,154.273151903808,42.91419397562115,14.459394988101115,3.446242,0.14738464
2658974606111711488,349.29478470898414,3.2823685553650206,24.195792360183937,3.4492388,1.219346
6913577284069471616,311.9343288484159,-5.027879830542929,6.469099931342217,3.449377,2.204833
2632117385335567872,348.5808228011476,-6.049875052865991,14.348160467396855,3.4539876,1.9112198
866177431955478144,110.03059448904996,21.982238707455554,53.769203794860104,3.4571264,0.56331587
4584613194593381888,269.4416075906706,29.24779516999184,23.854364728105196,3.4648023,1.160064
5164707970261890560,53.22829341517546,-9.458168216292322,310.5772928005821,3.465752,1.1402977
3827873938815011200,144.9642118182715,-1.143088703608386,12.905524033282878,3.4662993,1.5205231
3796442680948579328,177.67712091756832,1.763518531662046,90.89451645739487,3.468565,0.8189659
5250032958818831360,146.31159319122628,-62.50786736246062,1.9841691082382484,3.4711742,1.5032215
2965792913525710976,87.83148955157748,-20.881971538960876,28.423443137771343,3.4712873,1.2782393
4937200425857908992,28.994282975057555,-51.60756961156581,56.85081150608127,3.4718022,1.1124663
4609802834185436928,269.06327056542517,37.250566408097306,4.100249049969286,3.47414,1.4510767
3305012316783533056,60.1700400180681,12.490288479392149,8.039726228877436,3.4756324,-0.02798009
2964000159821218432,86.11439122579156,-22.45002336420253,112.29602820037746,3.476823,0.7528229
4081642115877635840,286.1711290600682,-21.741755781309788,23.812090431132717,3.4801962,1.2185223
4296708789290712064,298.8285089900959,6.404626612168723,73.52487469097186,3.4819748,1.1103241
6513525544581729536,342.1395041838119,-51.31714292378511,25.79022671282131,3.487227,0.2714889
4529285391533766400,275.9254783115971,21.768671633992867,26.963634851566006,3.4873433,1.3914938
6709267613942522496,276.7432910812464,-45.96869558670535,11.669600619552739,3.4887385,-0.120500326
622052899598187392,151.83312977678483,16.762660412755842,1.7965196308953622,3.4907143,0.12643838
5583216215017531648,102.46019909902277,-32.508458997835874,4.830039669869132,3.4911032,0.05365801
6020624858523492352,249.09371382836378,-35.2552842007589,10.345329309845912,3.49136,1.8451686
738259665062428416,163.3283586008161,34.2136536280549,32.92099356722732,3.494125,1.299505
5267405895350690304,107.18725486658857,-70.49844750153386,24.47747421624008,3.4989178,1.236007
4125171197089493760,264.39647046594615,-15.398818635694653,32.882797765427924,3.4990056,0.4560144
873035017257455104,111.43103524485525,27.797701341122824,24.020129776646378,3.50655,1.2394216
3314024566919613952,65.73422490902678,17.542390757517502,20.30919733178576,3.516044,1.1873329
4672726716408826240,56.05317542343257,-64.80654280373156,30.440369973206874,3.5165603,1.3227131
5308225539451195520,149.21548431065693,-54.56776992491004,1.9030403042356356,3.521229,-0.0013577938
3296627028792695168,73.13318318973232,14.250398248921895,5.812463129775632,3.52523,2.4955971
4840356816072211712,63.50072823564913,-42.295271463682425,27.720985665984383,3.5266554,1.2994406
3337991583943473280,83.78449673650563,9.934150110721673,2.5935737953210762,3.528103,-0.14241743
2952868119987647744,103.54687424806049,-12.038691754586718,12.06755142240872,3.5294538,1.6721218
6828125061423674752,321.66677580627606,-22.411214998498547,7.371114494156851,3.5300386,1.1391373
643819484617141504,148.18983474754336,26.006706191116002,26.097073837299966,3.5301552,1.3946259
1977100856572910336,324.01079818650203,45.37459068778563,5.175964856383765,3.5311058,3.6234832
5338833263117260672,163.37423881457266,-58.85299792655974,33.52246589961509,3.5334344,1.189028
5318547273548061824,130.0731005351964,-52.921814838154795,7.0823165728302655,3.5350146,-0.15029526
433103132037681536,47.37522068555027,44.856842474273094,28.73143237779338,3.535792,1.1854105
1986628812013105152,337.38260044640924,47.706882023498416,1.4838483825810553,3.5363603,1.9957726
1671148277108755200,207.85808233061798,64.72327753159793,7.715734401192944,3.5380037,2.257103
3366754155291545344,106.02717676046669,20.570294274158407,3.0729129856354085,3.5395133,0.9869275
2996171698248699904,86.73885705541909,-14.821953605720934,44.79397747617685,3.5410435,0.2437489
5971244451311982336,253.08386981981704,-38.017636551986286,5.663246363273698,3.542674,-0.22109938
2139664063041544576,289.27614437073896,53.36900495687048,26.485325285667464,3.544013,1.1856759
6093220251160674688,214.85084131644513,-46.05811713873148,9.328553859478502,3.544546,-0.1571238
4822106194362165760,82.80326527079693,-35.470650672179325,11.729989775724453,3.5456567,1.3219001
5935906628641616128,254.8960413402936,-53.16034251142705,8.852009173616713,3.547944,1.6305463
5855802671046171648,191.5695494796672,-68.10814700338375,10.240972344520857,3.5488756,-0.15826988
4870527586937201408,64.47392596972604,-33.79837213753377,18.400194296882404,3.5517442,-0.056988716
4936685751336237056,34.12809888310582,-51.5122651790229,21.68624832752511,3.5560112,-0.08851528
5828952940687722496,243.85949430582085,-63.68574245974316,4.576631535207849,3.5603364,1.2776954
4878631812268014464,68.88740308086244,-30.562397782195685,15.450088518486938,3.5659256,1.1686037
3019816764523863552,93.71386334648815,-6.2748597203681555,5.10558442089515,3.5708857,1.4930692
1931192500887330688,345.48038407430573,42.32598623163029,9.305137249961678,3.575974,-0.008019924
3312748824193704832,67.14423196264237,15.962025308010457,24.76925610737078,3.577121,1.1619499
3168265196643846400,109.52303150106083,16.540225963939488,32.60681934596957,3.5799253,0.24518347
1064092789129355136,142.88317471411838,63.061979025953285,42.09035883464328,3.5820162,0.5467346
5173421634271199104,44.107223636728506,-8.899117343536275,24.217770009174714,3.5833347,1.300211
3207534529304666240,79.40154704838251,-6.844450161811125,6.014663648195368,3.5883799,-0.034028053
5300734910309994240,139.05006945281832,-57.54153282068637,6.250075545962206,3.5909956,1.9417825
6518817665843312000,335.6844004512271,-45.94804349249061,6.185845810192854,3.5925784,4.267953
4757601523650165120,83.40631067329583,-62.489769239431524,2.930785424074064,3.5934615,1.0495744
939307084189685248,103.19723612430526,33.9610470125569,16.87007592104058,3.593621,0.25687075
6203033940614597504,220.9139848128326,-35.174458280736005,14.508191435737391,3.594247,1.559411
5912398348432135552,262.77412911919896,-60.68428368485731,14.468825378028784,3.596028,-0.026394606
3174163561130003840,69.54473362633105,-14.304709387338377,28.876933013531165,3.601026,1.3143642
4990516294443333504,2.3534338435390842,-45.74822211784421,22.608140683809946,3.6017847,1.1949651
1273423791421021568,231.9562807016411,29.106103677611483,27.925632182460006,3.6044285,0.34989166
2090687795056051328,282.5199906501613,33.362650393309416,3.598248453237108,3.6048782,0.21071863
5642935536248627456,132.63234221962838,-27.709458050234254,15.514237356417429,3.6095452,1.4735351
2891816671700460288,95.52831507928491,-33.43663025921882,15.049040159579686,3.6113985,1.092516
916230087468692864,125.70865948297298,43.18768339881599,8.88283223057729,3.613737,1.7807148
3214077516844988800,81.11923705133687,-2.3971524975189644,1.5783049215332816,3.6153696,-0.22188401
2365464065885835904,3.6599461564529565,-18.933189798652894,7.079731486363765,3.615524,2.0311046
66526127137440128,57.29068893293528,24.053211829998986,8.118448445799721,3.6157947,-0.036376238
5775835843156608256,248.359945607511,-78.89749578943699,21.303270774745105,3.620061,1.1363041
2059372363884259072,299.07636376369845,35.08329669254902,23.548195310556714,3.6234016,1.217066
5236306071562633344,176.40065646582843,-66.72860365116325,23.728944114455828,3.624794,0.30536938
6265374394490973184,233.88187249166222,-14.789500781858125,20.25928939630109,3.625443,1.2459273
6539947667988856320,347.5905760162791,-45.246834538955106,15.856632630340396,3.6254985,1.189776
2392584791494639744,350.74203460091184,-20.101016671995655,19.85575411998934,3.6269598,1.3260231
3992011061833780096,168.80082789260484,23.095482313567242,4.293597282985172,3.6306431,2.2561414
2989528414633822464,77.84544163484792,-11.8488309684996,6.077662841446712,3.6340435,3.6775446
2995725777563537792,89.10103276512667,-14.16708077541103,66.85733766272052,3.635856,0.5394423
660136821288588416,131.17116036160883,18.153295569011824,23.827111033669258,3.6373575,1.279752
4803692295174064256,89.78680236025778,-42.81518136667342,7.402087475427315,3.6376557,1.2990015
6838023243053666688,325.02361799924387,-16.662413768068262,19.103692360380798,3.6419108,0.47295427
2251191616254289152,297.04417326624304,70.26810826288803,21.32193454044623,3.64309,1.1272447
